misconception_id,misconception,tweet_id,label
29,Clapping will kill coronavirus.,1.2339267859155927e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339410743700603e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339208571786854e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339695609168077e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.233946273360728e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339642301282345e+18,neg
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339105218056274e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339302537494405e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339854925736182e+18,na
29,Clapping will kill coronavirus.,1.2339786826555924e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.233924690340528e+18,na
36,Chloroquine can cure coronavirus,1.233950698179461e+18,na
22,Cocaine cures coronavirus.,1.233936419455996e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339370852973322e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339551474719662e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339735969947197e+18,na
3,Coronavirus is genetically engineered.,1.2339399381834056e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339705391627428e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339256667201413e+18,na
41,CBD oil is a cure for COVID-19.,1.2339540547005809e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.233985709800747e+18,na
13,Whiskey and honey cure coronavirus.,1.2339351770654106e+18,na
36,Chloroquine can cure coronavirus,1.2339393351597711e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.2339535165169705e+18,na
36,Chloroquine can cure coronavirus,1.2339201804906496e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.233993662952067e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339641613667574e+18,pos
8,Vitamin C can prevent coronavirus circulation.,1.2339217253745705e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339930663541064e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339279517517988e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339327467890237e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339798121522586e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339895369815163e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339711956046807e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339412082982216e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339558697522094e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339454544815596e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.2339707921127178e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339933468314173e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339374712238449e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.2339295181941473e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.233943427022082e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339504068389315e+18,na
49,We're very close to a vaccine.,1.233935469747925e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339451049955697e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.233940807670993e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339210048476856e+18,na
10,Coronavirus is caused by 5G.,1.2339356094855455e+18,na
49,We're very close to a vaccine.,1.2339183934363116e+18,na
17,Avocado and mint tea cures coronavirus.,1.233982657089794e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339234149030216e+18,na
37,Jamaat cannot become a source of infection.,1.2339157611707474e+18,na
39,Salt water protects from coronavirus.,1.2339263996118548e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.2339234149030216e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339490688561193e+18,na
49,We're very close to a vaccine.,1.2339266083078513e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.233986446513455e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339577206230671e+18,na
15,Coronavirus can only survive in cold temperatures.,1.233924816740049e+18,na
16,Acetic acid is effective against coronavirus.,1.2339764947848315e+18,na
18,Essential oils cure coronavirus.,1.233956340780933e+18,na
29,Clapping will kill coronavirus.,1.2339937559857603e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.233922604001456e+18,na
29,Clapping will kill coronavirus.,1.2339508287020278e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339538569057116e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339417461171569e+18,na
10,Coronavirus is caused by 5G.,1.2339668166003466e+18,na
40,Cannabis protects against COVID-19.,1.2339715631223194e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339516791809925e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.233970713230553e+18,na
29,Clapping will kill coronavirus.,1.2339149863653663e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339331296702464e+18,na
29,Clapping will kill coronavirus.,1.2339080393732055e+18,na
29,Clapping will kill coronavirus.,1.2339446987980145e+18,na
9,Africans are more resistant to coronavirus.,1.2339126817882522e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.233968677852074e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339943299762135e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339817971696067e+18,pos
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.233981252404994e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339474565487206e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339762410336297e+18,neg
20,Vitamin D cures coronavirus.,1.233989711187845e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.233905256083288e+18,na
13,Whiskey and honey cure coronavirus.,1.2339176103849042e+18,na
33,Eating cabbage prevents coronavirus infection.,1.233958258647298e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339886504272445e+18,na
7,Boiled ginger can cure coronavirus.,1.2339846844444836e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339463915184415e+18,neg
49,We're very close to a vaccine.,1.2339879141299773e+18,pos
5,The first person infected is a researcher named Huang Yanling.,1.233927116640727e+18,na
3,Coronavirus is genetically engineered.,1.2339334320545219e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.233980063688876e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339701835233567e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339576311500186e+18,na
10,Coronavirus is caused by 5G.,1.2339839259676221e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.233927811162751e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.2339740891167252e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339392616296202e+18,na
22,Cocaine cures coronavirus.,1.2339067937613865e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.233989711187845e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.233909902365483e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339204974332436e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339401143651779e+18,na
9,Africans are more resistant to coronavirus.,1.2339425537052221e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.2339290407732552e+18,na
29,Clapping will kill coronavirus.,1.2339566868823777e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.233949423283114e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339934811331543e+18,na
29,Clapping will kill coronavirus.,1.2339353629190267e+18,na
3,Coronavirus is genetically engineered.,1.233928588547838e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.233984381045244e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339072348887982e+18,na
9,Africans are more resistant to coronavirus.,1.2339835595069112e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339431367680082e+18,pos
49,We're very close to a vaccine.,1.2339921483259945e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339545391469036e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.233949282736255e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339303235384484e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339683699232317e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.233917196398547e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.2339201519903703e+18,na
36,Chloroquine can cure coronavirus,1.2339107476269056e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.2339893925213635e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.233938962089173e+18,na
29,Clapping will kill coronavirus.,1.2339449396936704e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339265304237752e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339652339216425e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233995363847213e+18,pos
21,Fennel tea cures coronavirus.,1.2339810370400952e+18,na
10,Coronavirus is caused by 5G.,1.2339554474066493e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339292156550062e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339684587877663e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339056702834975e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339509227215913e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.233953376062333e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.2339382242144707e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233995285036073e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.233988843340288e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,,na
18,Essential oils cure coronavirus.,1.2339137011802808e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.233950392716755e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339241497031434e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339216438371574e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339886504272445e+18,na
3,Coronavirus is genetically engineered.,1.2339548074482647e+18,na
19,Vitamin C cures coronavirus.,1.233982657089794e+18,na
37,Jamaat cannot become a source of infection.,1.233915774621954e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.233964412849021e+18,na
15,Coronavirus can only survive in cold temperatures.,1.233938592168325e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339082101359698e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.23393055284523e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339741106040177e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.2339595698580562e+18,na
13,Whiskey and honey cure coronavirus.,1.2339802294392422e+18,na
3,Coronavirus is genetically engineered.,1.2339292128782991e+18,na
38,Shaking hands cannot spread coronavirus.,1.2339722800503398e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339150286943478e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339292084198154e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.233986007353131e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339902238197228e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.233970137092391e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339732407598694e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339689775855616e+18,na
39,Salt water protects from coronavirus.,1.233981074700587e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339551404508242e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339144365549814e+18,na
41,CBD oil is a cure for COVID-19.,1.233958886677373e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.2339396749906985e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.2339687138058363e+18,na
39,Salt water protects from coronavirus.,1.2339199109984133e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233930140675199e+18,na
3,Coronavirus is genetically engineered.,1.2339828851846226e+18,pos
18,Essential oils cure coronavirus.,1.2339067937613865e+18,na
41,CBD oil is a cure for COVID-19.,1.2339281930835722e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339128582258934e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.233937985998975e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339344172166922e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339578602892616e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339820774706954e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339926673669202e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339095395289006e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339077355964334e+18,na
39,Salt water protects from coronavirus.,1.2339422270067384e+18,na
7,Boiled ginger can cure coronavirus.,1.2339840579411845e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.233914363850838e+18,na
41,CBD oil is a cure for COVID-19.,1.2339256111455846e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339514933567365e+18,na
17,Avocado and mint tea cures coronavirus.,1.23391611973752e+18,na
33,Eating cabbage prevents coronavirus infection.,1.233947830626091e+18,na
20,Vitamin D cures coronavirus.,1.2339838889569075e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339074032900792e+18,na
29,Clapping will kill coronavirus.,1.2339422270067384e+18,na
37,Jamaat cannot become a source of infection.,1.2339264538104914e+18,na
9,Africans are more resistant to coronavirus.,1.2339411153861263e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339890680752128e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339121032008622e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339344502092964e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.233976469065433e+18,na
33,Eating cabbage prevents coronavirus infection.,1.233956190058668e+18,na
3,Coronavirus is genetically engineered.,1.2339630901249106e+18,pos
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.233942108773335e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.233924691129176e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339504998351258e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339815898366976e+18,na
13,Whiskey and honey cure coronavirus.,1.2339169517240115e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.233932466890662e+18,na
19,Vitamin C cures coronavirus.,1.2339180371762627e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.233937989732008e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339900193432535e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339564224649626e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339277844282368e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.2339459409243218e+18,na
36,Chloroquine can cure coronavirus,1.2339108666233528e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339155821786767e+18,na
3,Coronavirus is genetically engineered.,1.233905644157227e+18,pos
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339615135783076e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.23391184291072e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.2339448292661862e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339746848293724e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339213021943153e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233967091587453e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339646794346865e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.233930771322327e+18,na
41,CBD oil is a cure for COVID-19.,1.233934547709911e+18,na
15,Coronavirus can only survive in cold temperatures.,1.233929603112153e+18,na
17,Avocado and mint tea cures coronavirus.,1.233953598439977e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339138807887299e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339269274104832e+18,na
29,Clapping will kill coronavirus.,1.2339896461636198e+18,na
20,Vitamin D cures coronavirus.,1.2339058859672658e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339316983933665e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339917276079268e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339817287519437e+18,na
19,Vitamin C cures coronavirus.,1.2339368010536018e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339396752802202e+18,na
36,Chloroquine can cure coronavirus,1.2339812385554227e+18,na
16,Acetic acid is effective against coronavirus.,1.2339568511856722e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339404463233884e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339571054443725e+18,na
19,Vitamin C cures coronavirus.,1.2339886205848003e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339747985495736e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339639638614057e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339530555126825e+18,na
38,Shaking hands cannot spread coronavirus.,1.233960737980072e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339311935545262e+18,pos
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339505087059558e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339343498771825e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339926405946778e+18,neg
10,Coronavirus is caused by 5G.,1.2339739545844654e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339426908505743e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339119312091668e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339085020888678e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339281355503452e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339278421292687e+18,pos
8,Vitamin C can prevent coronavirus circulation.,1.2339711784250122e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339218302655734e+18,neg
10,Coronavirus is caused by 5G.,1.2339427219302195e+18,na
41,CBD oil is a cure for COVID-19.,1.2339210524194652e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339750760195318e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339266479649341e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.2339865840447652e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339690344561623e+18,na
21,Fennel tea cures coronavirus.,1.233929573307302e+18,na
16,Acetic acid is effective against coronavirus.,1.233958128263123e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.233926425671086e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339291016704164e+18,pos
3,Coronavirus is genetically engineered.,1.2339121676085207e+18,pos
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.2339080580462387e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339795946187244e+18,pos
33,Eating cabbage prevents coronavirus infection.,1.2339276534570926e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339555743262802e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.2339501369230336e+18,na
3,Coronavirus is genetically engineered.,1.2339834329900442e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339626036988928e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.233929887200637e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339277884381307e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339944987929928e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339821836661473e+18,na
3,Coronavirus is genetically engineered.,1.2339907287763763e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.2339205884202394e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.233956309248217e+18,na
16,Acetic acid is effective against coronavirus.,1.233948273783853e+18,na
16,Acetic acid is effective against coronavirus.,1.233981252702802e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339689436997673e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.233982653562413e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339230972391956e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339256111455846e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.233963767723176e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339276159893258e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339495736403763e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339372775768637e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339903677850173e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339834640990822e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339391511892378e+18,na
17,Avocado and mint tea cures coronavirus.,1.233942556909744e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.233968334992896e+18,na
10,Coronavirus is caused by 5G.,1.2339500854462382e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339239012495114e+18,na
29,Clapping will kill coronavirus.,1.2339638775341752e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.233927258152358e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339198608931963e+18,na
3,Coronavirus is genetically engineered.,1.2339131540626473e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339482128783032e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339084894428856e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.233906451078357e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.233918857867219e+18,na
19,Vitamin C cures coronavirus.,1.2339567773618913e+18,na
38,Shaking hands cannot spread coronavirus.,1.2339584725988557e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339818320787292e+18,neg
8,Vitamin C can prevent coronavirus circulation.,1.2339157611707474e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339930663541064e+18,pos
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339306462817362e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339216146028503e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.23395769862801e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339596118849495e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339506612192543e+18,na
41,CBD oil is a cure for COVID-19.,1.2339166448771113e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339450481709466e+18,neg
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339457584428032e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339720540486656e+18,pos
33,Eating cabbage prevents coronavirus infection.,1.2339745697713766e+18,na
10,Coronavirus is caused by 5G.,1.233955639174615e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339350623217254e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339788938805862e+18,na
10,Coronavirus is caused by 5G.,1.2339871498774487e+18,na
3,Coronavirus is genetically engineered.,1.2339849205839094e+18,na
37,Jamaat cannot become a source of infection.,1.2339304856105656e+18,na
9,Africans are more resistant to coronavirus.,1.23396704036651e+18,pos
17,Avocado and mint tea cures coronavirus.,1.233989711187845e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339051385630843e+18,na
7,Boiled ginger can cure coronavirus.,1.2339933309771244e+18,na
13,Whiskey and honey cure coronavirus.,1.2339242037384888e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339576311500186e+18,na
37,Jamaat cannot become a source of infection.,1.233968218466734e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339611673635635e+18,na
3,Coronavirus is genetically engineered.,1.2339941282805391e+18,na
37,Jamaat cannot become a source of infection.,1.2339084068446413e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339437396110213e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339073289336054e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339058859462287e+18,na
19,Vitamin C cures coronavirus.,1.23395151876164e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339169073606656e+18,na
38,Shaking hands cannot spread coronavirus.,1.233906715180974e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.2339715817450086e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339537187871744e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.23391388273075e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339260558802002e+18,na
3,Coronavirus is genetically engineered.,1.2339605012241736e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339728859889664e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339808054682952e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.2339460197354947e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339638893620756e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339483319630356e+18,na
22,Cocaine cures coronavirus.,1.2339810370400952e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339158120687002e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339629995447788e+18,na
3,Coronavirus is genetically engineered.,1.2339051689466225e+18,na
